img_path,label,label_2,origin,height,width,mean_brightness,mean_luminance
../../data/main_dataset_2/SNE/SNE_263049.jpg,SNE,SNE,barcelone,363,360,200.80342312008978,0.7833447308227851
../../data/main_dataset_2/SNE/SNE_829664.jpg,SNE,SNE,barcelone,363,360,197.57062034486276,0.7668767846498258
../../data/main_dataset_2/SNE/SNE_987578.jpg,SNE,SNE,barcelone,363,360,197.11043005815733,0.7657918278807084
../../data/main_dataset_2/SNE/SNE_66862.jpg,SNE,SNE,barcelone,363,360,200.94901540659117,0.7834422565584543
../../data/main_dataset_2/SNE/SNE_935764.jpg,SNE,SNE,barcelone,363,360,188.113246097337,0.724005809593259
../../data/main_dataset_2/SNE/SNE_522713.jpg,SNE,SNE,barcelone,363,360,197.11037649219466,0.7665402703535652
../../data/main_dataset_2/SNE/SNE_506990.jpg,SNE,SNE,barcelone,363,360,204.837781858994,0.7981207355491937
../../data/main_dataset_2/SNE/SNE_836601.jpg,SNE,SNE,barcelone,363,360,198.69284766860525,0.7742026120173814
../../data/main_dataset_2/SNE/SNE_108061.jpg,SNE,SNE,barcelone,363,360,200.93220334659728,0.7807412354921766
../../data/main_dataset_2/SNE/SNE_507816.jpg,SNE,SNE,barcelone,363,360,196.50208397102335,0.7596462266695475
../../data/main_dataset_2/SNE/SNE_833326.jpg,SNE,SNE,barcelone,363,360,195.8426589123559,0.7620448221399978
../../data/main_dataset_2/SNE/SNE_905720.jpg,SNE,SNE,barcelone,363,360,200.7057519640853,0.7793532444798551
../../data/main_dataset_2/SNE/SNE_65616.jpg,SNE,SNE,barcelone,363,360,199.7173528211407,0.777138749104233
../../data/main_dataset_2/SNE/SNE_818365.jpg,SNE,SNE,barcelone,363,360,199.77357412508928,0.7783786558574455
../../data/main_dataset_2/SNE/SNE_790875.jpg,SNE,SNE,barcelone,363,360,185.4975589225589,0.7122374684996128
../../data/main_dataset_2/SNE/SNE_541817.jpg,SNE,SNE,barcelone,363,360,199.0571395775941,0.773869636804768
../../data/main_dataset_2/SNE/SNE_374420.jpg,SNE,SNE,barcelone,363,360,195.7626390164269,0.7601992673826801
../../data/main_dataset_2/SNE/SNE_314177.jpg,SNE,SNE,barcelone,363,360,199.68377971635547,0.7739345287605707
../../data/main_dataset_2/SNE/SNE_187967.jpg,SNE,SNE,barcelone,363,360,197.63548107335987,0.7634128877575517
../../data/main_dataset_2/SNE/SNE_350231.jpg,SNE,SNE,barcelone,363,360,199.68951637588,0.7795994392228885
../../data/main_dataset_2/SNE/SNE_375821.jpg,SNE,SNE,barcelone,363,360,199.69884195490255,0.7763391604128029
../../data/main_dataset_2/SNE/SNE_271323.jpg,SNE,SNE,barcelone,363,360,194.15843281297828,0.748584505842741
../../data/main_dataset_2/SNE/SNE_419387.jpg,SNE,SNE,barcelone,363,360,193.90466278951126,0.7481164720556727
../../data/main_dataset_2/SNE/SNE_726828.jpg,SNE,SNE,barcelone,363,360,204.63111417202327,0.796330168476206
../../data/main_dataset_2/SNE/SNE_409307.jpg,SNE,SNE,barcelone,363,360,195.0771757983879,0.7550613498412524
../../data/main_dataset_2/SNE/SNE_40278.jpg,SNE,SNE,barcelone,363,360,197.16672278338945,0.7655232733304524
../../data/main_dataset_2/SNE/SNE_230902.jpg,SNE,SNE,barcelone,363,360,197.4393633302724,0.7675341713420597
../../data/main_dataset_2/SNE/SNE_814256.jpg,SNE,SNE,barcelone,363,360,195.87614784205692,0.7582668246367421
../../data/main_dataset_2/SNE/SNE_576456.jpg,SNE,SNE,barcelone,363,360,191.47843587389042,0.7389870392907085
../../data/main_dataset_2/SNE/SNE_731589.jpg,SNE,SNE,barcelone,363,360,200.69369707172737,0.7811651393765342
../../data/main_dataset_2/SNE/SNE_246181.jpg,SNE,SNE,barcelone,363,360,193.74279920416285,0.7493614480185095
../../data/main_dataset_2/SNE/SNE_599793.jpg,SNE,SNE,barcelone,363,360,193.68435363738394,0.7442093391940798
../../data/main_dataset_2/SNE/SNE_873201.jpg,SNE,SNE,barcelone,363,360,192.09019487807367,0.7430419745524167
../../data/main_dataset_2/SNE/SNE_402139.jpg,SNE,SNE,barcelone,363,360,197.81464391388633,0.7664557383040145
../../data/main_dataset_2/SNE/SNE_296573.jpg,SNE,SNE,barcelone,363,360,198.2769411284563,0.7721402808206846
../../data/main_dataset_2/SNE/SNE_842735.jpg,SNE,SNE,barcelone,363,360,198.2973344556678,0.7678037052071518
../../data/main_dataset_2/SNE/SNE_653262.jpg,SNE,SNE,barcelone,363,360,196.24493419038873,0.7588300264768901
../../data/main_dataset_2/SNE/SNE_613779.jpg,SNE,SNE,barcelone,363,360,192.2488266503418,0.7405134136252602
../../data/main_dataset_2/SNE/SNE_687178.jpg,SNE,SNE,barcelone,363,360,195.37967554331192,0.754402847446539
../../data/main_dataset_2/SNE/SNE_923069.jpg,SNE,SNE,barcelone,363,360,194.83646311600856,0.7522972710077603
../../data/main_dataset_2/SNE/SNE_443512.jpg,SNE,SNE,barcelone,363,360,202.41910009182737,0.7895291021594436
../../data/main_dataset_2/SNE/SNE_735522.jpg,SNE,SNE,barcelone,363,360,198.168689419447,0.7665868212397292
../../data/main_dataset_2/SNE/SNE_88623.jpg,SNE,SNE,barcelone,363,360,194.02861952861952,0.7510391426955233
../../data/main_dataset_2/SNE/SNE_523523.jpg,SNE,SNE,barcelone,363,360,204.00133149678604,0.7991168468073485
../../data/main_dataset_2/SNE/SNE_98176.jpg,SNE,SNE,barcelone,363,360,196.94633965921844,0.7651147029234711
../../data/main_dataset_2/SNE/SNE_756026.jpg,SNE,SNE,barcelone,363,360,195.46641669217428,0.7576712469856016
../../data/main_dataset_2/SNE/SNE_310178.jpg,SNE,SNE,barcelone,363,360,200.66768186919703,0.7789979119057479
../../data/main_dataset_2/SNE/SNE_192321.jpg,SNE,SNE,barcelone,363,360,198.8543771043771,0.771087689449456
../../data/main_dataset_2/SNE/SNE_582848.jpg,SNE,SNE,barcelone,363,360,199.52953270074482,0.7760635697527862
../../data/main_dataset_2/SNE/SNE_565875.jpg,SNE,SNE,barcelone,363,360,200.99011580450974,0.7845616300497548
../../data/main_dataset_2/SNE/SNE_134204.jpg,SNE,SNE,barcelone,363,360,201.8358509335782,0.7877692128294231
../../data/main_dataset_2/SNE/SNE_670300.jpg,SNE,SNE,barcelone,363,360,192.45026527905316,0.7412563301223764
../../data/main_dataset_2/SNE/SNE_465183.jpg,SNE,SNE,barcelone,363,360,199.24096265687174,0.7743325113343776
../../data/main_dataset_2/SNE/SNE_896376.jpg,SNE,SNE,barcelone,363,360,197.86446280991734,0.7696933338134764
../../data/main_dataset_2/SNE/SNE_432940.jpg,SNE,SNE,barcelone,363,360,196.8253443526171,0.7661829578704454
../../data/main_dataset_2/SNE/SNE_440123.jpg,SNE,SNE,barcelone,363,360,205.07146719722476,0.7998368213717689
../../data/main_dataset_2/SNE/SNE_89120.jpg,SNE,SNE,barcelone,363,360,197.3601673298643,0.7670317680038651
../../data/main_dataset_2/SNE/SNE_749679.jpg,SNE,SNE,barcelone,363,360,195.57846393225182,0.757399965030579
../../data/main_dataset_2/SNE/SNE_292321.jpg,SNE,SNE,barcelone,363,360,202.9583486378941,0.7912672605556456
../../data/main_dataset_2/SNE/SNE_450483.jpg,SNE,SNE,barcelone,363,360,193.7777318640955,0.747458320003361
../../data/main_dataset_2/SNE/SNE_603296.jpg,SNE,SNE,barcelone,363,360,201.94629374553617,0.7887225797397625
../../data/main_dataset_2/SNE/SNE_955485.jpg,SNE,SNE,barcelone,363,360,203.84214110805019,0.7962374313185329
../../data/main_dataset_2/SNE/SNE_922719.jpg,SNE,SNE,barcelone,363,360,195.40366289154167,0.7558034901360605
